,item_name,calories,protein,carbs,fat
10393,Pork Bun w/ Srirachi Sweet Chili Sauce,275.548,6.000,57.188,5.5
10394,Pork Potstickers,446.628,18.132,50.365,20.573
10395,Shanghai Chicken with Jasmine Rice,695.767,29.776,81.020,31.057
10396,Shrimp Dumpling w/ Srirachi Sweet Chili Sauce,795.548,30.000,114.188,30.0
10397,Sriracha Sweet Chili Chicken w/Jasmine Rice,522.152,24.386,64.280,19.61
10398,Vegetable Egg Roll,405.780,7.120,45.260,25.81
10399,Vegetable Lo Mein,299.506,11.209,49.894,8.886
10400,Bao Bun,135.000,2.500,24.000,4.5
10401,Chopped Peanuts,83.208,3.452,3.014,8.135
10402,Extra Fried Tofu,134.370,8.392,2.268,11.495
10403,Extra Ginger Glazed Bok Choy,83.491,2.356,2.813,7.887
10404,Extra Lemongrass Chicken,528.559,29.513,20.848,44.205
10405,Extra Pork Char Siu,348.799,24.147,11.974,30.247999999999998
10406,Extra Shiitake Mushrooms & Japanese Eggplant Stir-Fry,87.169,2.085,3.660,8.068999999999999
10407,Extra Vegan Kimchi,29.596,0.916,6.656,0.28800000000000003
10408,Fried Tofu,67.185,4.196,1.134,5.747999999999999
10409,Fried Tofu,134.370,8.392,2.268,11.495
10410,Fried Tofu,134.370,8.392,2.268,11.495
10411,Garlic Gai Lan ,21.610,0.799,2.901,1.221
10412,Ginger Glazed Bok Choy,83.491,2.356,2.813,7.887
10413,Hibachi Fried Rice,159.111,3.153,16.721,10.209999999999999
10414,Hoagie Roll,240.000,9.000,45.000,4.0
10415,Jasmine Rice,152.859,3.163,33.124,0.42000000000000004
10416,Lemongrass Chicken,528.559,29.513,20.848,44.205
10417,Lemongrass Chicken,264.280,14.757,10.424,22.102999999999998
10418,Lemongrass Chicken,528.559,29.513,20.848,44.205
10419,Nuoc Cham- Thai Dipping Sauce,19.131,0.798,4.310,0.001
10420,Pickled Vietnamese Vegetables,15.858,0.217,3.965,0.058
10421,Pork Char Siu,348.799,24.147,11.974,30.247999999999998
10422,Pork Char Siu,174.400,12.074,5.987,15.125
10423,Pork Char Siu,348.799,24.147,11.974,30.247999999999998
10424,Rice Noodles,200.631,0.000,49.722,0.0
10425,Shiitake Mushrooms & Japanese Eggplant Stir-Fry,87.169,2.085,3.660,8.068999999999999
10426,Shrimp,60.384,11.576,0.772,1.08
10427,Shrimp,60.384,11.576,0.772,1.08
10428,Sliced Cucumber,4.253,0.184,1.029,0.041
10429,Sliced Jalapeno,8.222,0.258,1.843,0.131
10430,Sriracha Mayonnaise,127.713,0.000,1.920,14.767
10431,Thai Herbs,5.481,0.427,1.002,0.113
10432,Vegan Kimchi,29.596,0.916,6.656,0.28800000000000003
10433,Vegetable Egg Roll,202.890,3.560,22.630,12.905
10434,Vegetable Lo Mein,149.753,5.605,24.947,4.443
10435,Yum Yum Sauce,96.920,0.363,3.215,12.392
10436,Brown Sugar Boba Tea 16 ozl,170.705,0.000,32.348,7.098
10437,CYO Fruit Tea 16 ozl.,0.000,0.000,0.000,0.0
10438,CYO Iced Tea 16 ozl.,0.000,0.000,0.000,0.0
10439,CYO Milk Tea 16 ozl.,44.415,0.000,11.351,0.0
10440,Thai Iced Tea 16 ozl.,62.470,0.284,11.216,2.556
10441,Black Tapioca Pearls,55.302,0.000,13.899,0.0
10442,Black Tea 6 ozl,0.000,0.000,0.000,0.0
10443,Black Tea 8 ozl,0.000,0.000,0.000,0.0
10444,Brown Sugar Boba Tea 24 ozl,250.500,0.000,47.237,10.636
10445,CYO Fruit Tea 24 ozl,0.000,0.000,0.000,0.0
10446,CYO Iced Tea 24 ozl,0.000,0.000,0.000,0.0
10447,CYO Milk Tea 24 ozl,88.829,0.000,22.701,0.0
10448,Coconut Powder 3 scoops,207.189,0.636,30.909,16.389
10449,Diced Strawberry,69.534,0.342,17.517,0.162
10450,GreenTea 6 ozl,0.000,0.000,0.000,0.0
10451,GreenTea 8 ozl,0.000,0.000,0.000,0.0
10452,Hot Water 6 ozl,0.000,0.000,0.000,0.0
10453,Hot Water 8 ozl,0.000,0.000,0.000,0.0
10454,Lychee Jelly,108.864,0.000,35.721,0.0
10455,Lychee Syrup 1 pump,82.907,0.000,20.135,0.0
10456,Lychee Syrup 1.5 pumps,124.361,0.000,30.203,0.0
10457,Mango Powder 2 scoops,110.388,0.284,23.210,2.8299999999999996
10458,Mango Powder 3 scoops,165.582,0.426,34.815,4.245
10459,Mango Syrup 1 pump,82.907,0.000,20.135,0.0
10460,Mango Syrup 1.5 pumps,124.361,0.000,30.203,0.0
10461,Matcha Green Tea Powder 2 scoops,116.050,1.982,21.794,3.114
10462,Matcha Green Tea Powder 3 scoops,174.075,2.973,32.691,4.671
10463,Peach Syrup 1 pump,82.907,0.000,20.135,0.0
10464,Peach Syrup 1.5 pumps,124.361,0.000,30.203,0.0
10465,Popping Blueberry Boba,90.720,0.000,22.680,0.0
10466,Popping Mango Babo,70.875,0.000,17.010,0.0
10467,Popping Strawberry Boba,87.885,0.000,22.680,0.0
10468,Simple Syrup 1 pump,88.829,0.000,22.701,0.0
10469,Simple Syrup 1.5 pumps,133.244,0.000,34.052,0.0
10470,Strawberry Powder 2 scoops,113.218,0.284,23.776,2.8299999999999996
10471,Strawberry Powder 3 scoops,169.827,0.426,35.664,4.245
10472,Strawberry Syrup 1 pump,71.064,0.000,18.950,0.0
10473,Strawberry Syrup 1.5 pumps,106.596,0.000,28.425,0.0
10474,Taro Powder 2 Scoops,118.880,1.416,19.248,5.378
10475,Taro Powder 3 scoops,178.320,2.124,28.872,8.067
10476,Thai Iced Tea 24 ozl,93.605,0.425,16.806,3.829
10477,Watermelon Powder 2 scoops,113.218,0.284,23.776,2.8299999999999996
10478,Watermelon Powder 3 scoops,169.827,0.426,35.664,4.245
10479,Watermelon Syrup 1.5 pumps,113.702,0.000,28.425,0.0
10480,Watermelon Syrup 1pump,75.801,0.000,18.950,0.0
10482,Fresh Fruit and Yogurt Parfait Assorted Nuts,213.511,8.047,26.397,12.904
10483,Fresh Fruit and Yogurt Parfait Assorted Nuts,286.112,12.704,39.821,14.198
10484,Rice,91.150,2.145,19.838,0.0
10485,Belgian Waffle,376.143,6.966,73.835,5.572
10486,Blueberry Bagels,280.000,9.000,58.000,1.0
10487,Butter PC,50.736,0.060,0.004,9.373999999999999
10488,Cinnamon Raisin Bagels,290.000,9.000,62.000,1.0
10489,Cream Cheese,99.225,1.744,1.565,15.494
10490,Everything Bagels,290.000,10.000,61.000,1.0
10491,Gluten Free Bread,98.182,1.091,19.636,3.2729999999999997
10492,Grape Jelly,3.525,0.000,0.906,0.0
10493,Maple Flavored Syrup,196.762,0.000,51.678,0.088
10494,Peanut Butter,121.486,4.050,5.062,12.149000000000001
10495,Plain Bagels,290.000,10.000,61.000,1.0
10496,Strawberry Jelly,39.198,0.052,9.709,0.011
10497,Wheat Bread,67.533,2.533,12.663,1.266
10498,White Bread,63.056,1.802,12.611,0.45
10499,Bananas,107.085,1.311,27.481,0.532
10500,Blue & White Pancakes,144.363,3.473,20.876,6.053
10501,Blueberry Pancakes,141.460,3.434,20.516,5.763999999999999
10502,CYO Breakfast Burrito,0.000,0.000,0.000,0.0
10503,CYO Omelet,0.000,0.000,0.000,0.0
10504,Chocolate Chip Pancakes,155.450,3.645,22.334,7.212
10505,French Toast Sticks,459.725,6.133,47.830,31.711
10506,Fried Eggs,88.282,6.078,0.371,8.652
10507,Hash Browned Patty,137.778,0.984,14.762,9.349
10508,JUST Eggs,150.237,10.512,4.505,11.270999999999999
10510,Oranges,118.440,2.369,29.610,0.33999999999999997
10511,Pancakes,139.574,3.418,20.066,5.7379999999999995
10512,Pancakes w Candy Coated Pieces,178.233,3.694,25.865,8.085
10513,Red Apple,164.320,0.822,43.640,0.625
10514,Red Skin Potatoes O'Brien,76.641,1.431,11.713,3.288
10515,Sausage Patty,202.500,9.113,1.013,25.313000000000002
10516,Scrambled Egg Whites,57.084,11.929,1.168,0.048
10517,Scrambled Eggs,173.699,14.884,0.000,14.89
10518,Sliced Bacon,302.400,21.600,0.000,36.72
10519,Strawberry Banana Pancakes,152.024,3.579,23.246,5.804
10520,Tater Tots,210.862,1.013,17.212,18.003999999999998
10521,Turkey Bacon,94.500,9.450,0.000,7.875
10522,Turkey Sausage Patty,85.095,7.564,0.000,8.51
10523,Baby Spinach,1.630,0.203,0.257,0.032
10524,Bacon Bits,132.300,9.450,0.000,16.064999999999998
10525,Bagel,150.806,4.435,30.161,0.444
10526,Broccoli Florets,7.938,0.845,1.435,0.114
10527,Croissant,261.053,4.351,26.105,21.753999999999998
10528,Diced Green Pepper,5.670,0.244,1.315,0.064
10529,Diced Green Peppers,7.938,0.261,1.899,0.065
10530,Diced Ham,33.750,4.725,1.013,1.351
10531,Diced Ham,33.750,4.725,1.013,1.351
10532,Diced Onions,11.340,0.312,2.648,0.04
10533,Diced Tomatoes,5.103,0.249,1.103,0.065
10534,Diced Tomatoes,5.103,0.249,1.103,0.065
10535,Egg White Omelet,56.700,11.930,1.168,0.0
10536,"Egg, Sausage and Cheese Bagel",545.349,24.767,32.900,48.235
10537,Extra Fried Egg,88.282,6.078,0.371,8.652
10538,"Fried Egg, Cheese, & Bacon Bagel",573.502,31.493,32.266,51.272999999999996
10539,"Fried Egg, Cheese, Bacon Croissant",619.500,28.226,27.371,64.02199999999999
10540,"Fried Egg, Cheese, Sausage Croissant",620.400,22.939,28.384,64.855
10541,Fried Eggs Breakfast Sandwich,88.282,6.078,0.371,8.652
10542,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
10543,Hot Sauce,3.554,0.165,0.565,0.137
10544,JUST Eggs,200.316,14.016,6.007,15.027999999999999
10545,Just Eggs,200.316,14.016,6.007,15.027999999999999
10546,Omelet Bar,165.663,14.200,0.000,14.2
10547,Plain Wrap,260.000,8.000,47.000,7.5
10548,Provolone Cheese,101.250,7.088,1.013,12.151
10549,Provolone Cheese,101.250,7.088,1.013,12.151
10550,Salsa,8.428,0.442,1.930,0.055
10551,Sausage Patty,202.500,9.113,1.013,25.313000000000002
10552,Sausage Patty,101.250,4.557,0.507,12.657
10553,Scrambled Egg Whites,57.084,11.929,1.168,0.048
10554,Scrambled Eggs,173.699,14.884,0.000,14.89
10555,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
10556,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
10557,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
10558,Sliced American Cheese,103.761,5.141,1.355,13.826
10559,Sliced American Cheese,103.761,5.141,1.355,13.826
10560,Sliced Bacon,201.600,14.400,0.000,24.48
10561,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
10562,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
10563,Sliced Jalapeno Peppers,7.655,0.261,1.344,0.29300000000000004
10564,Sliced Mushrooms,7.088,0.530,1.443,0.093
10565,Sliced Mushrooms,6.237,0.876,0.924,0.11
10566,Sliced Onions,11.340,0.312,2.648,0.04
10567,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
10568,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
10569,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
10570,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
10571,Sour Cream,80.933,0.997,1.893,12.053999999999998
10572,Turkey Bacon,63.000,6.300,0.000,5.25
10573,Turkey Bacon,31.500,3.150,0.000,2.625
10574,Turkey Sausage Patty,85.095,7.564,0.000,8.51
10575,Turkey Sausage Patty,42.548,3.782,0.000,4.256
10576,Vegan American Cheese,70.000,1.000,5.000,9.5
10577,Vegan American Cheese,70.000,1.000,5.000,9.5
10578,Cream of Broccoli & Cheddar Soup 8 ozl,479.669,9.935,15.195,70.243
10579,Cream of Broccoli & Cheddar Soup 12 ozl,719.504,14.902,22.792,105.364
10580,Italian Wedding Soup 12 ozl,288.064,14.316,12.890,29.454
10581,Italian Wedding Soup 8 ozl,192.043,9.544,8.593,19.636
10582,Fettuccini Alfredo,694.059,9.931,24.587,104.30199999999999
10583,Italian Herb Grilled Chicken,105.103,19.850,0.240,2.92
10584,Korean Lamb Burger on Pretzel Roll w/Kimchi Slaw,971.036,41.444,87.561,68.215
10585,Broccoli & Cauliflower,22.627,2.092,4.282,0.34700000000000003
10586,Long Green Beans,24.385,1.297,5.617,0.186
10587,Old Bay Fries,256.659,3.049,27.445,17.217
10588,Battered Fish Sandwich,764.251,21.173,57.991,55.07
10589,Beef Hot Dog,312.125,11.075,27.025,23.275
10590,Beyond Burger,497.419,27.295,45.615,29.566
10591,Beyond Cheeseburger,549.300,29.865,46.293,36.479
10592,Black Bean Burger,378.382,20.373,57.723,10.608
10597,Cheeseburger Single,664.215,33.574,41.976,55.133
10598,Chicken Tenders,567.130,33.779,33.779,40.128
10599,Double Cheeseburger,1066.297,59.882,42.618,101.998
10600,Fried Cheese Curds with Sriracha Aioli,761.064,16.143,17.132,86.615
10601,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
10602,Fries,307.980,2.700,31.050,23.31
10603,Gluten Free Grilled Cheese Sandwich,368.353,9.033,41.077,31.375
10604,Grilled Cheese PSU,831.788,33.309,78.254,64.863
10605,Grilled Chicken Breast,94.709,19.796,0.010,1.722
10606,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
10607,Hamburger Single,612.154,31.034,41.263,48.243
10608,Mozzarella Sticks,452.954,17.627,28.351,38.673
10609,Onion Rings,523.674,4.378,49.419,40.566
10610,Small Chicken Tenders & Fries,514.550,18.914,40.177,37.548
10611,Smokehouse Burger,1046.019,52.277,64.854,91.214
10612,Turkey Burger,423.952,26.533,41.299,19.429
10613,Turkey Cheeseburger,475.833,29.103,41.976,26.342
10614,5 oz. Hamburger,350.382,23.708,0.000,39.929
10615,Avocado Mayonnaise,122.850,0.472,0.945,14.648
10616,BBQ Sauce,51.786,0.000,13.464,0.0
10617,Beef Cheesesteak,259.200,30.780,4.860,15.39
10618,Beef Cheesesteak Half,129.600,15.390,2.430,7.695
10619,Beyond Burger,280.000,20.000,6.000,26.0
10620,Black Bean Burger,160.963,13.078,18.108,7.042
10621,Bleu Cheese Crumbles,100.076,6.067,0.663,13.440999999999999
10622,Chicken Cheesesteak,350.280,38.880,4.860,22.32
10623,Chicken Cheesesteak Half,175.140,19.440,2.430,11.16
10624,Dill Pickle Chips,0.996,0.000,0.199,0.0
10625,Extra 5 oz. Hamburger,350.382,23.708,0.000,39.929
10626,Extra Beef Cheesesteak,129.600,15.390,2.430,7.695
10627,Extra Beyond Burger,280.000,20.000,6.000,26.0
10628,Extra Black Bean Burger,160.963,13.078,18.108,7.042
10629,Extra Chicken Cheesesteak,175.140,19.440,2.430,11.16
10630,Extra Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
10631,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
10632,Extra Turkey Burger,162.000,19.237,0.000,11.138
10633,Fried Breast of Chicken,276.120,15.876,17.010,18.639000000000003
10634,GF Hamburger Roll,485.714,7.286,99.571,6.071
10635,GF Sub Roll,470.000,12.000,76.000,15.0
10636,GF Sub Roll,235.000,6.000,38.000,7.5
10637,Grilled Chicken Breast,94.709,19.796,0.010,1.722
10638,Grilled Onions,112.870,1.498,11.184,8.292
10639,Grilled Pepper Strips,32.926,0.627,4.571,1.883
10640,Half White Sub Roll,128.000,4.000,26.000,0.5
10641,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
10642,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
10643,Hoagie Roll Whole Wheat Whole,486.087,14.957,97.217,3.739
10644,Hot Wing Sauce,43.129,0.171,0.597,7.636
10645,Ketchup,33.353,0.000,8.338,0.0
10646,Mayonnaise,189.000,0.000,0.000,23.626
10647,Mustard Yellow,0.000,0.000,0.000,0.0
10648,Potato Roll,210.000,7.000,38.000,3.5
10649,Provolone Cheese,101.250,7.088,1.013,12.151
10650,Provolone Cheese,101.250,7.088,1.013,12.151
10651,Provolone Cheese,202.500,14.176,2.026,24.302
10652,Ranch Dressing,118.182,0.192,0.466,14.401
10653,Sauteed Mushrooms,19.794,1.060,2.886,0.8879999999999999
10654,Shredded Lettuce,3.969,0.255,0.841,0.045
10655,Sliced American Cheese,103.761,5.141,1.355,13.826
10656,Sliced American Cheese,103.761,5.141,1.355,13.826
10657,Sliced American Cheese,207.522,10.281,2.709,27.651
10658,Sliced Bacon,201.600,14.400,0.000,24.48
10659,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
10660,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
10661,Sliced Cheddar Cheese,228.826,14.176,0.000,30.374000000000002
10662,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
10663,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
10664,Sliced Monterey Jack Cheese,233.886,12.758,2.126,27.642000000000003
10665,Sliced Onions,11.340,0.312,2.648,0.04
10666,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
10667,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
10668,Sliced Pepper Jack Cheese,202.500,12.150,2.026,26.326
10669,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
10670,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
10671,Sliced Swiss Cheese Cheese,222.832,15.286,0.816,27.906
10672,Sliced Tomatoes,3.408,0.166,0.736,0.044
10673,Turkey Bacon,63.000,6.300,0.000,5.25
10674,Turkey Burger,162.000,19.237,0.000,11.138
10675,Vegan American Cheese,70.000,1.000,5.000,9.5
10676,Vegan American Cheese,280.000,4.000,20.000,38.0
10677,Vegan American Cheese,140.000,2.000,10.000,19.0
10678,Vegan American Cheese,140.000,2.000,10.000,19.0
10679,Assorted Long Pasta,148.838,5.330,29.728,1.023
10680,Assorted Short Pasta,183.554,6.445,38.140,1.006
10681,Cheese Pizza,2627.528,133.416,305.032,155.424
10682,Cheese Pizza Slice,328.441,16.677,38.129,19.428
10683,Chicken Parmesan Grinder,407.409,23.755,44.750,20.595
10684,Chicken Tenders,141.783,8.445,8.445,10.033
10685,Extra Meatballs,166.764,8.672,2.668,19.346
10686,Extra Milano Sauce,30.420,0.508,5.070,0.76
10687,Garlic Butter,217.764,0.610,0.689,37.193
10688,Gluten Free Cheese Pizza,612.791,19.073,80.264,35.979
10689,Grilled Chicken Breast,94.709,19.796,0.010,1.722
10690,Grilled Chicken Parm Grinder,453.873,37.520,33.335,27.469
10691,Italian Bread Sticks,629.427,21.344,71.359,45.359
10692,Meat Lovers Pizza,3734.496,206.056,302.856,287.256
10693,Meat Lovers Pizza Slice,466.812,25.757,37.857,35.907
10694,Meatball Grinder,476.738,21.598,33.871,39.572
10695,Meatballs,166.764,8.672,2.668,19.346
10696,Milano Sauce,30.420,0.508,5.070,0.76
10697,Penne Pasta Gluten Free,192.375,4.050,44.550,1.013
10698,Pepperoni  Pizza,2913.296,144.328,305.696,191.704
10699,Pepperoni  Pizza Slice,364.162,18.041,38.212,23.963
10700,Crab Rangoon Pizza,447.725,16.843,46.315,34.858000000000004
10701,Meat Sauce,48.141,2.501,3.818,3.044
10704,Apple Slices,16.848,0.084,4.474,0.064
10705,Artichoke Hearts,14.459,0.819,3.229,0.118
10706,Baby Spinach,13.042,1.622,2.058,0.256
10707,Bacon Bits,132.300,9.450,0.000,16.064999999999998
10708,Balsamic Vinegar,37.620,0.210,7.280,0.0
10709,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
10710,Black Bean Corn Salsa,15.152,0.638,3.352,0.109
10711,Black Beans,29.484,1.814,5.216,0.113
10712,Bleu Cheese Crumbles,100.076,6.067,0.663,13.440999999999999
10713,Bleu Cheese Dressing,149.738,0.424,1.476,18.369
10714,Broccoli Florets,7.938,0.845,1.435,0.114
10715,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
10716,Carrots,11.624,0.264,2.716,0.078
10717,Cashews,81.365,2.170,4.634,7.868
10718,Cauliflower Florettes,7.088,0.544,1.409,0.11599999999999999
10719,Chef's Choice Salad,0.000,0.000,0.000,0.0
10720,Chef's Choice Salad Beef,0.000,0.000,0.000,0.0
10721,Chef's Choice Salad Chicken,0.000,0.000,0.000,0.0
10722,Chef's Choice Salad Pork,0.000,0.000,0.000,0.0
10723,Chef's Choice Salad Salmon,0.000,0.000,0.000,0.0
10724,Chef's Choice Salad Shrimp,0.000,0.000,0.000,0.0
10725,Chick Peas,15.702,0.785,2.748,0.294
10726,Chipotle Ranch Dressing,144.552,0.467,2.520,17.054
10727,Chopped Walnuts,18.541,0.432,0.389,2.023
10728,Corn,22.045,0.694,5.253,0.21
10729,Croutons,65.914,1.531,9.001,3.338
10730,Diced Mango,17.010,0.232,4.247,0.134
10731,Dried Cranberries,43.659,0.024,11.737,0.168
10732,Edamame,40.024,3.669,3.002,2.1679999999999997
10733,Feta Cheese,74.844,4.028,1.160,10.27
10734,Flax Seeds,151.392,5.184,8.184,12.992
10735,Fresh Blueberries,7.709,0.129,2.184,0.129
10736,GrapeTomatoes,3.063,0.150,0.663,0.039
10737,Great Northern Beans,26.334,1.536,4.608,0.0
10738,Hard Boiled Eggs Sliced,68.200,5.535,0.493,6.105
10739,Honey Mustard,141.230,0.265,7.101,13.950000000000001
10740,Hot Ranch Dressing,121.736,0.356,1.032,14.536
10741,Italian Baked Tofu,223.796,10.716,9.264,18.356
10742,Italian Dressing,75.300,0.129,3.803,7.551
10743,Julienne Ham,67.500,9.450,2.026,2.702
10744,Julienne Salami,147.988,7.144,1.078,18.182
10745,Julienne Turkey,47.840,9.568,2.126,1.064
10746,Kidney Beans,26.169,1.745,4.580,0.0
10747,Mandarin Oranges,10.490,0.176,2.713,0.009999999999999998
10748,Mozzarella Cheese,81.000,5.063,1.013,11.138
10749,Nutritional Yeast,9.115,1.192,0.852,0.121
10750,Olive Oil,235.918,0.000,0.000,30.372999999999998
10751,Parmesan Cheese,117.653,10.733,0.967,12.675
10752,Peas,21.936,1.448,4.010,0.09
10753,Pitted Black Calamata Olives,64.800,0.000,3.240,5.67
10754,Quinoa,171.409,6.052,29.241,2.521
10755,Ranch Dressing,118.182,0.192,0.466,14.401
10756,Raspberry Vinaigrette,129.537,0.082,4.774,13.860000000000001
10757,Red Beans,34.304,2.302,5.897,0.357
10758,Red Wine Vinegar,5.464,0.012,0.076,0.0
10759,Roasted Beets,17.022,0.478,2.836,0.622
10760,Romaine,24.100,1.745,4.665,0.48
10761,Salad Mix,24.098,1.743,4.663,0.48
10762,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
10763,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
10764,Shrimp,60.752,13.164,0.000,1.012
10765,Sliced Black Olives,32.602,0.238,1.774,3.43
10766,Sliced Cucumber,4.253,0.184,1.029,0.041
10767,Sliced Green Peppers,5.670,0.244,1.315,0.064
10768,Sliced Mushrooms,7.088,0.530,1.443,0.093
10769,Sliced Red Onions,5.670,0.156,1.324,0.02
10770,Sliced Strawberries,6.800,0.143,1.632,0.067
10771,Smoked Cheddar Cheese,91.125,7.088,0.000,15.187999999999999
10772,Spring Salad Mix,13.342,1.334,2.002,0.0
10774,Sunflower Seeds,85.050,2.835,3.308,8.033
10775,Surimi,107.732,8.640,17.012,0.7
10776,Tortellini Salad,40.777,1.376,5.848,1.673
10782,BBQ Sauce,51.786,0.000,13.464,0.0
10783,Baby Spinach,6.521,0.811,1.029,0.129
10784,Baked Ham,135.000,18.900,4.052,5.404
10785,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
10786,Black Pepper,0.074,0.003,0.019,0.001
10787,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
10788,Capicola,184.844,18.824,4.344,13.08
10789,Chicken Salad,230.270,12.627,1.035,21.679
10790,Chicken Salad,460.539,25.254,2.070,43.356
10791,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
10792,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
10793,Crushed Red Pepper,5.289,0.200,0.942,0.34099999999999997
10794,Dill Pickle Chips,0.996,0.000,0.199,0.0
10795,Dill Pickle Spear,4.200,0.175,0.844,0.133
10796,Dried Basil,1.832,0.181,0.375,0.049
10797,Extra Baked Ham,67.500,9.450,2.026,2.702
10798,Extra Capicola,92.422,9.412,2.172,6.54
10799,Extra Chicken Salad,230.270,12.627,1.035,21.679
